Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
48322,US-Mexico Border,"December 27, 2018",2018,Dec,1.0,,1,,,1.0,,Unknown,"Ranch east of the Falfurrias US Border Patrol Checkpoint, Brooks County, Texas, USA (80 miles north of border with Mexico)",Breitbart News,"27.028916988435, -98.070345308930",,https://bit.ly/2RHI3t5,Northern America,1
48086,US-Mexico Border,"December 25, 2018",2018,Dec,1.0,,1,,,1.0,,Hypothermia,"Ranch near Hopedale, Maverick County, Texas, USA","Zócalo, K911 Noticias","28.759006919815, -100.519348400100",Central America to US,"https://bit.ly/2VC7MSW, https://bit.ly/2EPIri3, https://bit.ly/2CUgZi4",Northern America,1
48078,US-Mexico Border,"December 20, 2018",2018,Dec,1.0,,1,,,1.0,,Drowning,"Río Bravo, south of Eagle Pass port of entry, Maverick County, Texas, USA",US Border Patrol,"28.655830400381, -100.480611280930",Central America to US,https://bit.ly/2Fg5u5S,Northern America,5
48114,US-Mexico Border,"December 20, 2018",2018,Dec,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.785528500000, -111.466392500000",Central America to US,http://www.humaneborders.info/,Northern America,5
48077,US-Mexico Border,"December 18, 2018",2018,Dec,1.0,,1,,,1.0,,Hit by vehicle,"Ramp connecting US-54 highway to César Chávez Border Highway (US-375), El Paso, Texas","City of El Paso, Texas; El Diario de El Paso","31.897189083031, -106.439103643990",Central America to US,"https://bit.ly/2UXrUi1, https://bit.ly/2QIgVdv",Northern America,5
48109,US-Mexico Border,"December 18, 2018",2018,Dec,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.402664900000, -111.427588800000",Central America to US,http://www.humaneborders.info/,Northern America,5
48110,US-Mexico Border,"December 18, 2018",2018,Dec,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.589492200000, -111.363378900000",Central America to US,http://www.humaneborders.info/,Northern America,5
48111,US-Mexico Border,"December 18, 2018",2018,Dec,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.331803200000, -112.524509300000",Central America to US,http://www.humaneborders.info/,Northern America,5
48112,US-Mexico Border,"December 18, 2018",2018,Dec,1.0,,1,,1.0,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.814869000000, -111.822328500000",Central America to US,http://www.humaneborders.info/,Northern America,5
48113,US-Mexico Border,"December 18, 2018",2018,Dec,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",Central America to US,http://www.humaneborders.info/,Northern America,5
49267,US-Mexico Border,"December 14, 2018",2018,Dec,1.0,,1,,,1.0,,Unknown (skeletal remains),"Bullis Gap, Brewster County, Texas, USA",Brewster County Sheriff's Office,"29.827611906085, -102.592432413280",,,Northern America,5
48108,US-Mexico Border,"December 11, 2018",2018,Dec,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",Central America to US,http://www.humaneborders.info/,Northern America,5
51542,US-Mexico Border,"December 10, 2018",2018,Dec,1.0,,1,,,1.0,,Drowning,"New River, Calexico, Imperial County, California, USA",Imperial County Coroner's Office,"32.665484522394, -115.502037019710",Central America to US,,Northern America,5
51490,US-Mexico Border,"December 09, 2018",2018,Dec,1.0,,1,,,1.0,,Unknown,"2800 Bentsen Palm, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.182455064507, -98.379822163351",,,Northern America,5
48061,US-Mexico Border,"December 08, 2018",2018,Dec,1.0,,1,,1.0,,1.0,Sickness and lack of access to medicines,"Died in hospital in El Paso, Texas, after crossing border near Antelope Wells, New Mexico, USA","The Guardian, USA Today","31.770748000000, -106.499407000000",Central America to US,"https://bit.ly/2Ew8xHS, https://bit.ly/2QUkX1W, https://bit.ly/2LlEenE",Northern America,3
46137,US-Mexico Border,"December 07, 2018",2018,Dec,1.0,,1,,,,,Presumed drowning,"Río Bravo, south of Laredo, Webb County, Texas, USA","News 4 San Antonio, La Jornada","27.427587000000, -99.491763000000",Central America to US,"https://bit.ly/2QFKo7i, https://bit.ly/2QklBq1",Northern America,3
46135,US-Mexico Border,"December 05, 2018",2018,Dec,1.0,,1,2.0,,1.0,,Drowning,"Irrigation Canal,  2 miles west of the Gran Plaza Outlets near Calexico, Imperial County, California, USA","Imperial County Coroner's Office, US Border Patrol","32.659213618060, -115.577444479100",Central America to US,https://bit.ly/2B7T907,Northern America,5
46127,US-Mexico Border,"December 03, 2018",2018,Dec,1.0,,1,,,,,Presumed drowning,"Río Bravo, near Mission, Hidalgo County, Texas, USA",US Border Patrol,"26.160750000000, -98.349042000000",Central America to US,https://bit.ly/2UfVEpM,Northern America,5
46126,US-Mexico Border,"December 02, 2018",2018,Dec,1.0,,1,,,,,Presumed drowning,"Río Bravo, near Brownsville, Cameron County, Texas, USA",US Border Patrol,"25.886732000000, -97.518249000000",Central America to US,https://bit.ly/2UfVEpM,Northern America,5
46125,US-Mexico Border,"December 01, 2018",2018,Dec,1.0,,1,,,,,Unknown (skeletal remains),"Ranch near Falfurrias, Brooks County, Texas, USA",US Border Patrol,"27.122955000000, -98.093600000000",Central America to US,https://bit.ly/2UfVEpM,Northern America,5
48107,US-Mexico Border,"December 01, 2018",2018,Dec,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.916318900000, -112.935779900000",Central America to US,http://www.humaneborders.info/,Northern America,5
49266,US-Mexico Border,"December 01, 2018",2018,Dec,1.0,,1,,1.0,,,Sickness and lack of access to medicines,"Hinkle Ranch, Brewster County, Texas, USA",Brewster County Sheriff's Office,"29.608160591764, -102.883570108590",,,Northern America,5
46112,US-Mexico Border,"November 29, 2018",2018,Nov,3.0,,3,8.0,,,,Vehicle Accident,"I-8 in southeastern San Diego county, US, less than 10 miles from Mexico border.","US Border Patrol, CAL FIRE San Diego Public Affairs Bureau","32.662275000000, -116.223979000000",Central America to US,"https://bit.ly/2Rv00rv, https://bit.ly/2Q7zcB3, https://bit.ly/2zwV8uY",Northern America,5
46113,US-Mexico Border,"November 29, 2018",2018,Nov,1.0,,1,,,,,Unknown,"Ranch located 50 miles from the Texas-Mexico border, near Freer, Duval County, Texas, USA",Líderweb,"27.778512000000, -98.724081000000",Central America to US,https://bit.ly/2KOsEkz,Northern America,1
51551,US-Mexico Border,"November 29, 2018",2018,Nov,2.0,,2,,1.0,1.0,,Vehicle Accident,"I-8 east of Crestwood Rd, Live Oak Springs, San Diego County, California, USA",San Diego County Medical Examiner,"32.705055619243, -116.357761744710",Central America to US,,Northern America,5
46089,US-Mexico Border,"November 21, 2018",2018,Nov,2.0,,2,,,,,Unknown,"Brooks County, Texas, USA",Breitbart News,"27.088454736067, -98.224044482031",Central America to US,https://bit.ly/2zlmwf7,Northern America,1
51541,US-Mexico Border,"November 20, 2018",2018,Nov,1.0,,1,,,1.0,,Unknown,"All American Canal, Calexico, Imperial County, California, USA",Imp,"32.673095138309, -115.391251701330",Central America to US,,Northern America,5
46092,US-Mexico Border,"November 19, 2018",2018,Nov,1.0,,1,,,,,Unknown,"Ranch on Texas Highway 359, east of Hebbronville, Jim Hogg County, Texas, USA",El Mañana de Nuevo Laredo,"27.330210520667, -98.630746182528",Central America to US,https://bit.ly/2r6Q4bU,Northern America,1
51484,US-Mexico Border,"November 18, 2018",2018,Nov,1.0,,1,,,,,Unknown,"Private ranch in Kenedy County, Texas, USA",Kenedy County Sheriff's Office,"26.955081229481, -97.828384703299",,,Northern America,5
51489,US-Mexico Border,"November 16, 2018",2018,Nov,1.0,,1,,,1.0,,Unknown,"McAllen Pump Station, south of Military Road on Bentsen Road, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.097296000000, -98.261871000000",,,Northern America,5
46078,US-Mexico Border,"November 14, 2018",2018,Nov,1.0,,1,,,1.0,,Unknown,"Ranch south of Laredo, Webb County, Texas, USA",El Mañana de Nuevo Laredo,"27.381818793300, -99.448285378522",Central America to US,https://bit.ly/2QZJ4cs,Northern America,1
46087,US-Mexico Border,"November 13, 2018",2018,Nov,1.0,,1,1.0,1.0,,,Unknown,"Ranch west of Falfurrias, Brooks County, Texas, USA",Breitbart News,"27.194011764208, -98.274634046484",Central America to US,https://bit.ly/2zlmwf7,Northern America,1
46091,US-Mexico Border,"November 09, 2018",2018,Nov,1.0,,1,,,1.0,,Unknown,"Ranch east of Border Patrol Checkpoint, Brooks County, Texas, USA",Breitbart News,"27.031213823663, -97.970171350586",Central America to US,https://bit.ly/2zlmwf7,Northern America,1
48106,US-Mexico Border,"November 05, 2018",2018,Nov,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.967683100000, -113.013308300000",Central America to US,http://www.humaneborders.info/,Northern America,5
46049,US-Mexico Border,"November 03, 2018",2018,Nov,1.0,,1,,,1.0,,Drowning,"Rio Bravo, near El Indio, Maverick County, Texas, USA",La Rancherita del Aire,"28.507101348765, -100.318219816460",Central America to US,"https://bit.ly/2EZkExY, https://bit.ly/2K6lEPY",Northern America,3
48105,US-Mexico Border,"November 03, 2018",2018,Nov,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.674569600000, -110.922837800000",Central America to US,http://www.humaneborders.info/,Northern America,5
48104,US-Mexico Border,"November 02, 2018",2018,Nov,1.0,,1,,,1.0,,Unknown (multiple blunt force injuries),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.812760500000, -109.728415100000",Central America to US,http://www.humaneborders.info/,Northern America,5
46047,US-Mexico Border,"October 29, 2018",2018,Oct,1.0,,1,,,1.0,,Cardiac arrest,"Near Roma, Starr County, Texas, USA",Breitbart Texas,"26.408852300000, -99.015655400000",Central America to US,https://bit.ly/2D1Ukki,Northern America,1
48103,US-Mexico Border,"October 25, 2018",2018,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.488233400000, -111.542807100000",Central America to US,http://www.humaneborders.info/,Northern America,5
48102,US-Mexico Border,"October 23, 2018",2018,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",Central America to US,http://www.humaneborders.info/,Northern America,5
46042,US-Mexico Border,"October 22, 2018",2018,Oct,1.0,,1,,,1.0,,Unknown,"Ranch near El Cenizo, South of Laredo, Webb County, Texas, USA",Revista Fundamentos,"27.285937858565, -99.401121846289",Central America to US,https://bit.ly/2EV7BO3,Northern America,1
46032,US-Mexico Border,"October 21, 2018",2018,Oct,1.0,,1,,,1.0,,Unknown,"Ranch near El Indio, Maverick County, Texas, USA",SuperChannel 12,"28.505441998889, -100.324571287400",Central America to US,https://bit.ly/2OMAWPs,Northern America,1
46031,US-Mexico Border,"October 20, 2018",2018,Oct,1.0,,1,,,1.0,,Unknown,"Ranch west of Falfurrias, Brooks County, Texas, USA",Breitbart News,"27.224544909800, -98.302099866797",Central America to US,https://bit.ly/2D4Mc3k,Northern America,1
48098,US-Mexico Border,"October 18, 2018",2018,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",Central America to US,http://www.humaneborders.info/,Northern America,5
48097,US-Mexico Border,"October 17, 2018",2018,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.967683100000, -113.013308300000",Central America to US,http://www.humaneborders.info/,Northern America,5
48095,US-Mexico Border,"October 16, 2018",2018,Oct,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.969853700000, -111.427588800000",Central America to US,http://www.humaneborders.info/,Northern America,5
48096,US-Mexico Border,"October 16, 2018",2018,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/,Northern America,5
46030,US-Mexico Border,"October 13, 2018",2018,Oct,3.0,,3,,,,,Unknown (skeletal remains),"Brooks County, Texas, USA",Breitbart News,"27.027305700000, -98.221297900000",Central America to US,https://bit.ly/2D4Mc3k,Northern America,1
46002,US-Mexico Border,"October 11, 2018",2018,Oct,1.0,,1,,,,,Presumed drowning,"Río Bravo, near Zapata, Zapata County, Texas, USA",US Border Patrol via Breitbart,"26.867147113445, -99.312967553223",Central America to US,https://bit.ly/2CS3Kj5,Northern America,1
45996,US-Mexico Border,"October 10, 2018",2018,Oct,1.0,,1,,,,,Presumed drowning,"Río Bravo, near municipality of Rio Bravo, Webb County, Texas, USA","US Border Patrol, Breitbart","27.363578886489, -99.503473277954",Central America to US,https://bit.ly/2CS3Kj5,Northern America,1
51488,US-Mexico Border,"October 10, 2018",2018,Oct,1.0,,1,,1.0,,,Unknown,"McAllen Medical Center, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.187109900000, -98.225910900000",,,Northern America,5
45973,US-Mexico Border,"October 09, 2018",2018,Oct,1.0,,1,,,,,Unknown,"Near Brownsville, Cameron County, Texas, USA",US Border Patrol,"26.010098116239, -97.398606846875",Central America to US,https://bit.ly/2IV1UhH,Northern America,5
45975,US-Mexico Border,"October 09, 2018",2018,Oct,1.0,,1,,,1.0,,Presumed drowning,"Río Bravo, near 1001 East Military Road, Peñitas, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.222307447026, -98.455917763024",Central America to US,,Northern America,5
48094,US-Mexico Border,"October 09, 2018",2018,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.734394600000, -112.115492200000",Central America to US,http://www.humaneborders.info/,Northern America,5
51540,US-Mexico Border,"October 06, 2018",2018,Oct,1.0,,1,,,,,Unknown,"Open desert, Ocotillo, Imperial County, California, USA",Imperial County Coroner's Office,"32.656668985475, -116.012563826030",Central America to US,,Northern America,5
48093,US-Mexico Border,"October 03, 2018",2018,Oct,1.0,,1,,1.0,,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.916318900000, -112.935779900000",Central America to US,http://www.humaneborders.info/,Northern America,5
48092,US-Mexico Border,"October 02, 2018",2018,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.131434800000, -112.344031300000",Central America to US,http://www.humaneborders.info/,Northern America,5
45957,US-Mexico Border,"October 01, 2018",2018,Oct,1.0,,1,,,1.0,,Drowning,"Río Bravo near Guerrero, Mexico, in south of Maverick County, Texas, USA","K911 Noticias, Revista Fundamentos","28.332460772696, -100.303293400160",Central America to US,"https://bit.ly/2IwAIpf, https://bit.ly/2OEOETm",Northern America,3
45959,US-Mexico Border,"September 30, 2018",2018,Sep,1.0,,1,1.0,,1.0,,Unknown,"Body found on banks of Río Bravo, near Mission, Hidalgo County, Texas, USA",El Mañana de Reynosa,"26.157687500000, -98.378437500000",Central America to US,https://bit.ly/2NXSK9V,Northern America,1
45967,US-Mexico Border,"September 30, 2018",2018,Sep,1.0,,1,,,1.0,,Drowning,"Río Bravo, near El Indio, Maverick County, Texas, USA","La Prensa de Monclova, Zócalo","28.497581002661, -100.333312005250",Central America to US,"https://bit.ly/2NuWrP1, https://bit.ly/2E80IbP",Northern America,3
48091,US-Mexico Border,"September 29, 2018",2018,Sep,1.0,,1,,,1.0,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.881299800000, -112.816742600000",Central America to US,http://www.humaneborders.info/,Northern America,5
51487,US-Mexico Border,"September 27, 2018",2018,Sep,1.0,,1,,,1.0,,Unknown,"200 Flores St, Los Ebanos, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.239756571221, -98.564934202302",,,Northern America,5
45951,US-Mexico Border,"September 26, 2018",2018,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Ranch near Laredo, Webb County, Texas, USA",US Border Patrol via Breitbart,"27.603398871036, -99.356489888281",Central America to US,https://bit.ly/2QjDzUY,Northern America,1
51486,US-Mexico Border,"September 26, 2018",2018,Sep,1.0,,1,,,1.0,,Unknown,"Military Road, La Joya, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.222353347386, -98.475984885980",,,Northern America,5
45949,US-Mexico Border,"September 25, 2018",2018,Sep,1.0,,1,,,1.0,,Presumed drowning,"Río Bravo, near Peñitas, Hidalgo County, Texas, USA","US Border Patrol, Hidalgo County Sheriff's Office","26.224438952801, -98.445105980426",Central America to US,https://bit.ly/2OiyleI,Northern America,5
45950,US-Mexico Border,"September 25, 2018",2018,Sep,1.0,,1,,,1.0,,Unknown,"On the side of 876 Dillon Road, Donna, Hidalgo County, Texas, USA","Hidalgo County Sheriff's Office, Valley Central, Telemundo 40","26.278674000000, -98.055517100000",Central America to US,"https://bit.ly/2NMXxeb, https://bit.ly/2xI12IR",Northern America,5
45992,US-Mexico Border,"September 25, 2018",2018,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.838942700000, -111.843298100000",Central America to US,http://www.humaneborders.info/,Northern America,5
45994,US-Mexico Border,"September 25, 2018",2018,Sep,1.0,,1,,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.087759600000, -112.905880200000",Central America to US,http://www.humaneborders.info/,Northern America,5
45971,US-Mexico Border,"September 21, 2018",2018,Sep,1.0,,1,,1.0,,,Unknown,"Ranch west of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA","US Border Patrol, Breitbart","27.028155603470, -98.209467310059",Central America to US,"https://bit.ly/2QcSy33, https://bit.ly/2NElVtu",Northern America,5
45991,US-Mexico Border,"September 21, 2018",2018,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.385979600000, -113.011515600000",Central America to US,http://www.humaneborders.info/,Northern America,5
45944,US-Mexico Border,"September 20, 2018",2018,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Ranch north of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA","US Border Patrol, Breitbart","27.196149356670, -98.190176649023",Central America to US,"https://bit.ly/2QcSy33, https://bit.ly/2OiyleI, https://bit.ly/2NElVtu",Northern America,5
45989,US-Mexico Border,"September 20, 2018",2018,Sep,1.0,,1,,,1.0,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.521728800000, -111.007408900000",Central America to US,http://www.humaneborders.info/,Northern America,5
45990,US-Mexico Border,"September 20, 2018",2018,Sep,1.0,,1,,,1.0,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.684811700000, -111.996353900000",Central America to US,http://www.humaneborders.info/,Northern America,5
51485,US-Mexico Border,"September 20, 2018",2018,Sep,1.0,,1,,,1.0,,Unknown,"100 W. Military Road, Mission, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.211436358207, -98.422628209258",,,Northern America,5
45935,US-Mexico Border,"September 19, 2018",2018,Sep,1.0,,1,,,,,Unknown (skeletal remains),"El Comanche Ranch, near Eagle Pass, Maverick County, Texas, USA",Zócalo,"28.628036100000, -100.158954100000",Central America to US,https://bit.ly/2PRZ9zJ,Northern America,1
45939,US-Mexico Border,"September 19, 2018",2018,Sep,4.0,,4,3.0,,,,Vehicle Accident,"State Route 79 near milepost 122.3, south of Forence, Arizona, USA","AP, Del Marva Now","33.006477473452, -111.374376896790",Central America to US,"https://abcn.ws/2xJVjkH, https://bit.ly/2xrY2zR, https://delmarvane.ws/2Dkz37f",Northern America,3
46044,US-Mexico Border,"September 19, 2018",2018,Sep,1.0,,1,2.0,,1.0,,Unknown,"Sawtooth Mountains, California, USA",Noticias Ya,"32.869641713199, -116.349275353910",Central America to US,https://bit.ly/2PNC6df,Northern America,1
45938,US-Mexico Border,"September 16, 2018",2018,Sep,1.0,,1,,,1.0,,Drowning,"All American Canal, Holtville, Imperial County, California, USA","Imperial County Coroner's Office, La Cronica, MBC","32.682497093101, -115.317239175340",Central America to US,"https://bit.ly/2NwTKSd, https://bit.ly/2DfIlkR",Northern America,5
45988,US-Mexico Border,"September 14, 2018",2018,Sep,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.087759600000, -112.905880200000",Central America to US,http://www.humaneborders.info/,Northern America,5
45987,US-Mexico Border,"September 13, 2018",2018,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.814667100000, -111.857700800000",Central America to US,http://www.humaneborders.info/,Northern America,5
45925,US-Mexico Border,"September 12, 2018",2018,Sep,1.0,,1,1.0,,1.0,,"Exposure, Hyperthermia","Yuha desert near Calexico, Imperial County, California, USA","Imperial County Coroner's Office, US Border Patrol","32.674161055978, -115.739300107930",Central America to US,https://bit.ly/2xhMGyp,Northern America,5
45924,US-Mexico Border,"September 11, 2018",2018,Sep,1.0,,1,,,1.0,,Dehydration,"Open desert in Jacumba Wilderness Area near Ocotillo, Imperial County, California, USA","Imperial County Coroner's Office, US Border Patrol","32.657549291591, -116.023109372710",Central America to US,https://bit.ly/2xhMGyp,Northern America,5
45985,US-Mexico Border,"September 11, 2018",2018,Sep,1.0,,1,,,1.0,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.829413600000, -111.837116800000",Central America to US,http://www.humaneborders.info/,Northern America,5
45986,US-Mexico Border,"September 11, 2018",2018,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.386472500000, -112.872826200000",Central America to US,http://www.humaneborders.info/,Northern America,5
45984,US-Mexico Border,"September 10, 2018",2018,Sep,1.0,,1,,,1.0,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.500087200000, -111.474716200000",Central America to US,http://www.humaneborders.info/,Northern America,5
45983,US-Mexico Border,"September 04, 2018",2018,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/,Northern America,5
45909,US-Mexico Border,"September 03, 2018",2018,Sep,1.0,,1,,,1.0,,Dehydration,"Ranch north of Laredo, Webb County, Texas, USA","Vox, Valor por Tamaulipas","27.622868783483, -99.356489888281",Central America to US,"https://bit.ly/2p5d3mO, https://bit.ly/2N6im3T",Northern America,3
45903,US-Mexico Border,"September 02, 2018",2018,Sep,1.0,,1,,,,,Unknown (skeletal remains),"Ranch near Armstrong, Kenedy County, Texas, USA",US Border Patrol,"26.883280977966, -97.855127623242",Central America to US,https://bit.ly/2oKGTNj,Northern America,5
49265,US-Mexico Border,"September 01, 2018",2018,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Private ranch, 10 to 12 miles SW of Fort Davis, Jeff Davis County, Texas, USA",Jeff Davis County Sheriff's Office,"30.567538988812, -103.987322443550",,,Northern America,5
45902,US-Mexico Border,"August 31, 2018",2018,Aug,1.0,,1,,,1.0,,Drowning,"Río Bravo, near 1300 Military Road, San Juan, Hidalgo County, Texas, USA","US Border Patrol, Hidalgo County Sheriff's Office","26.065587500000, -98.166589500000",Central America to US,https://bit.ly/2oKGTNj,Northern America,5
45895,US-Mexico Border,"August 30, 2018",2018,Aug,1.0,,1,,,1.0,,Drowning,"Río Bravo, near International Bridge II, Eagle Pass, Maverick County, Texas, USA",Zócalo,"28.698480107631, -100.510242529640",Central America to US,https://bit.ly/2NKOxSv,Northern America,1
45894,US-Mexico Border,"August 29, 2018",2018,Aug,1.0,,1,,,1.0,,Dehydration,"Ranch near USBP Checkpoint Highway 83, Webb County, Texas, USA",US Border Patrol via Breitbart,"28.004407539922, -99.567097186816",Central America to US,https://bit.ly/2LSo1oH,Northern America,1
46020,US-Mexico Border,"August 29, 2018",2018,Aug,1.0,,1,,,1.0,,Unknown,"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5
45887,US-Mexico Border,"August 28, 2018",2018,Aug,1.0,,1,,,1.0,,Unknown,"Near Hebbronville, Jim Hogg County, Texas, USA",US Border Patrol,"27.209042291842, -98.672858435937",Central America to US,https://bit.ly/2MEGyu0,Northern America,5
45888,US-Mexico Border,"August 28, 2018",2018,Aug,2.0,,2,,,2.0,,Drowning,"Canal in El Paso's Lower Valley, El Paso County, Texas, USA",El Paso Times,"31.661041531089, -106.256308555600",Central America to US,https://bit.ly/2MEA91U,Northern America,1
45889,US-Mexico Border,"August 28, 2018",2018,Aug,1.0,,1,,,,,Unknown,"Unspecified - Dimmit, Edwards, Kinney, Maverick, Real, Uvalde or Zavala County, Texas, USA",Zócalo,"29.226621585441, -100.363238881250",Central America to US,https://bit.ly/2NxqgiP,Northern America,1
45892,US-Mexico Border,"August 27, 2018",2018,Aug,1.0,,1,,,1.0,,Dehydration,"Ranch west of Falfurrias on U.S. Highway 285, Brooks County, Texas, USA",Brooks County Sheriff via Breitbart,"27.230363790235, -98.193377309015",Central America to US,https://bit.ly/2ozQ2YR,Northern America,1
46019,US-Mexico Border,"August 27, 2018",2018,Aug,1.0,,1,,,,,Unknown (skeletal remains),"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5
45886,US-Mexico Border,"August 26, 2018",2018,Aug,1.0,,1,,,1.0,,Unknown,"Ranch near Freer, Webb County, Texas, USA",El Mañana,"27.777139204350, -98.712549980078",Central America to US,https://bit.ly/2wsIt9Y,Northern America,1
46108,US-Mexico Border,"August 25, 2018",2018,Aug,1.0,,1,,,,,"Exposure, Hyperthermia","Near the Sawtooth Mountains, San Diego County, California, USA","San Diego County Medical Examiner, Armadillos Búsqueda y Rescate, Noticias YA","32.525251011768, -116.213988199970",Central America to US,https://bit.ly/2PNC6df,Northern America,5
45885,US-Mexico Border,"August 24, 2018",2018,Aug,1.0,,1,,,,,Unknown,"Near La Grulla, Starr County, Texas, USA",US Border Patrol,"26.263280364681, -98.649906351343",Central America to US,https://bit.ly/2MB2tSK,Northern America,5
45868,US-Mexico Border,"August 21, 2018",2018,Aug,1.0,,1,,,,,Unknown,"Unspecified location, Kenedy County, Texas, USA",US Border Patrol,"26.869714700000, -97.698227200000",Central America to US,https://bit.ly/2LiiCa7,Northern America,5
